,,exret_mkt,FF_SMB,FF_HML,FF_RMW,FF_CMA,RF,FF_MOM,PR1,PR2,PR3,PR4,PR5,PR6,PR7,PR8,PR9,PR10,PR11,PR12,PR13,PR14,PR15,PR16,PR17,PR18,PR19,PR20,PR21,PR22,PR23,PR24,PR25,PRgrowth,PRvalue,Prsmall,Prlarge
15/02/1975,197502,5.56,-0.63,-4.56,1.28,-2.14,0.43,-0.55,7.7488,5.3314,3.2366,3.478,4.7729,9.0889,6.6232,1.5183,3.716,1.9936,7.3174,3.1793,2.833,4.7013,4.6562,6.4626,2.368,1.9104,3.2327,2.5341,9.6448,2.6481,3.7918,2.1077,-3.2435,11.29,3.63,    4.42,    7.11
15/03/1975,197503,2.66,3.98,2.49,1.27,-1.25,0.41,-1.99,8.9581,10.625,9.0279,7.8584,9.8831,6.3828,6.8249,7.1852,5.9316,8.2952,5.8779,6.8913,3.8114,7.297,5.3194,5.971,6.4925,5.3465,5.3724,4.2132,2.689,1.696,-1.2179,6.1963,6.1513,3.41,5.02,    8.33,    1.96
15/04/1975,197504,4.23,-0.59,-1.11,1.65,-1.35,0.44,1.34,7.1189,6.3666,4.1667,2.9125,2.9486,6.4481,3.9597,2.7317,1.3665,4.1679,5.4491,5.291,4.9523,3.8622,3.2777,6.8986,3.1637,2.5072,6.0938,4.5109,5.6133,4.758,0.9027,5.2961,5.0217,4.85,4.85,    3.13,    4.81
15/05/1975,197505,5.19,2.9,-4.02,-0.78,-0.61,0.44,-0.47,11.656,11.1152,8.4346,7.744,6.7753,11.8185,7.7693,7.1212,7.8658,7.8299,5.3811,8.128,4.3232,8.2409,1.2443,7.6429,5.9242,5.4596,4.1419,5.2503,4.9949,8.587,4.7078,-0.2691,0.9556,4.64,4.68,    7.97,    5.35
15/06/1975,197506,4.83,1.31,1.32,-2.84,1.06,0.41,0.06,5.7419,7.6996,7.4919,8.9699,8.0586,9.7599,7.1043,6.7758,8.4582,2.8498,5.7204,5.1319,7.1956,6.029,4.7438,5.2736,7.899,7.1001,10.5729,8.1601,3.5594,7.1225,4.8435,6.752,7.4251,3.01,5.06,    7.41,    4.24
15/07/1975,197507,-6.59,3.43,1.7,0.51,1.19,0.48,0.42,-1.5081,0.2403,-1.6404,-0.3158,-0.5791,-3.2466,-3.3518,-2.3528,-3.737,-4.0897,-5.2392,-3.4062,-3.5883,-3.818,-5.9723,-7.2952,-6.4003,-4.4571,-4.2823,-6.8383,-8.1481,-4.172,-4.4879,-5.6733,-1.5548,-8.77,-4.1,    0.75,   -6.91
15/08/1975,197508,-2.85,-2.8,-0.9,1.03,-0.89,0.48,-0.13,-7.0396,-6.4153,-4.9115,-5.3609,-7.6232,-4.4232,-4.0565,-5.2499,-4.1697,-8.3446,-4.0071,-3.3355,-3.4555,-4.2184,-5.6436,-4.5264,-3.5093,-2.7349,-2.4411,-0.6946,-2.0153,-1.8045,-1.8058,2.2451,-4.4637,-2.98,-7.15,   -5.89,   -1.68
15/09/1975,197509,-4.26,0.01,0.34,0.62,0.5,0.53,0.32,-5.3367,-2.3941,-3.3878,-2.9494,-3.9365,-3.3434,-4.0051,-3.5104,-3.3065,-4.9418,-5.297,-2.8375,-3.9002,-4.0254,-4.028,-4.3998,-3.1586,-3.6371,-3.4298,-4.4543,-4.5286,-1.3177,-2.3715,-4.316,-5.3542,-4.6,-4.84,   -3.36,   -3.68
15/10/1975,197510,5.31,-4.21,0.3,-0.52,2.27,0.56,-0.14,1.501,1.4067,2.7206,2.7518,0.9865,2.1275,4.1319,1.5415,3.6722,4.8926,2.0254,3.8641,3.6007,5.0908,0.3741,5.6482,5.8909,6.9557,5.2264,6.9269,7.1756,5.6507,4.443,6.6968,3.9012,7.53,1.21,    0.73,    6.74
15/11/1975,197511,2.64,-1.06,1.99,-0.65,1.71,0.41,-0.45,0.0907,2.0259,2.0037,2.4611,3.6779,-0.0012,3.3033,1.9709,4.3198,3.8934,2.0053,2.8905,4.6924,4.207,1.1015,3,3.8446,3.6644,7.7666,6.0417,3.3425,2.2177,3.085,2.8423,4.68,3.53,4.45,    1.76,    3.19
15/12/1975,197512,-1.6,-0.03,1.76,-0.17,0.6,0.48,-0.12,-0.9134,-1.3296,-1.1326,-0.9797,-1.381,-2.6645,-1.3737,0.6854,-0.747,-2.0756,-0.962,-0.7568,0.6889,-0.3445,3.0623,-2.0935,0.7885,0.0133,-0.3933,-0.777,-2.6661,0.8819,0.296,0.6131,5.2476,-2.83,0.58,   -1.26,   -1.59
15/01/1976,197601,12.16,6.35,8.58,-2.04,2.36,0.47,4.46,15.866,16.9289,21.3409,22.4443,26.9557,12.8741,16.7156,16.6975,21.2379,26.7663,16.2131,15.0745,16.9442,18.5626,22.2819,12.777,13.4336,16.3522,18.8342,22.5965,11.0322,9.4908,13.9493,17.2713,15.1633,11.3,26.38,   19.80,   10.96
15/02/1976,197602,0.32,7.95,5.78,-2.59,3.84,0.34,0.36,9.8363,7.4578,10.3737,12.387,15.8495,7.5969,6.286,7.3042,8.3371,11.5492,3.9933,3.7608,5.4815,7.3098,13.2638,0.5082,3.2368,4.2814,5.3936,3.9373,-2.3126,1.4027,-0.887,-0.8122,9.4385,-3.07,14.04,   12.64,   -1.65
15/03/1976,197603,2.32,-1.36,-0.04,-0.39,1.09,0.4,0.19,3.5633,2.2723,2.0693,0.7488,1.5163,1.2497,0.6151,0.2711,1.2057,2.3152,0.8879,0.8679,1.9009,2.1228,1.9401,1.1057,2.2633,1.1314,1.4856,6.7991,2.9631,3.5983,3.4209,2.6586,-1.0107,3.11,3.35,    1.72,    3.58
15/04/1976,197604,-1.49,0.13,-0.06,0.37,-1.1,0.42,0.5,-1.4484,-0.7888,-2.7689,-1.1274,-1.6569,-0.9731,-1.7179,-0.7712,-0.8243,-1.5803,-1.5325,0.0313,-0.5658,-1.1594,-0.4912,-1.4898,-1.3131,-0.6736,-2.1426,-3.7347,-2.2602,0.2984,1.8008,0.7118,1.1439,-2.49,-1.11,   -1.03,   -1.06
15/05/1976,197605,-1.34,-1.12,-1.32,2.75,-1.42,0.37,-1.1,-1.8226,-1.6871,-1.5343,-3.5382,-4.768,-0.9864,-1.9716,-0.6867,-2.6568,-4.3915,-1.7919,-1.3481,-1.635,-1.4622,-3.1009,-2.1803,-1.2166,-1.0074,-3.429,1.2323,-1.0609,0.5512,-0.8792,-2.1734,1.3821,-1.55,-1.89,   -2.96,   -0.79
15/06/1976,197606,4.05,-1.13,0.68,-0.68,0.93,0.43,-0.42,4.1824,2.2638,2.0831,3.1462,2.0364,2.3686,3.1476,3.6052,3.3525,6.2002,4.5587,5.2847,6.5871,4.5269,8.1334,4.239,4.9203,7.1692,7.972,3.9052,4.461,3.9825,5.6098,5.8956,2.9431,5.21,4.05,    1.96,    4.39
15/07/1976,197607,-1.07,0.62,1.74,-1.08,0.29,0.47,-0.12,-1.1215,-1.7815,0.766,-0.2923,1.1297,-0.9786,-0.1571,2.6658,0.229,1.444,-1.6264,-0.4698,0.4484,0.7734,0.1496,-1.66,0.6065,0.4592,1.5539,1.3865,-1.6182,0.1931,0.1824,-0.6611,2.6457,-1.46,1.72,   -0.05,   -0.83
15/08/1976,197608,-0.56,-2.03,0.79,-0.42,-0.59,0.42,-0.85,-4.3283,-1.6341,-1.1832,-1.3991,-1.5681,-4.3169,-2.012,-2.6301,-1.0246,-1.5719,-2.7238,-1.2773,-1.0235,-0.2547,-4.0447,-2.71,0.4458,1.5602,-1.2198,0.4324,-0.17,0.4218,1.9478,-0.8988,1.0591,-0.16,-2.15,   -1.81,    0.45
15/09/1976,197609,2.07,0.1,-0.29,0.93,-1.14,0.44,0.24,2.2166,1.936,1.0262,2.1751,1.9507,4.1641,4.1664,2.7091,3.2604,2.0273,3.5426,2.6864,2.5796,2.808,0.8855,2.3539,2.165,2.8811,2.8765,1.3082,1.5701,4.3952,3.2579,3.9008,-0.6227,1.56,0.25,    1.30,    2.53
15/10/1976,197610,-2.42,0.15,-0.13,-0.08,-0.31,0.41,-0.48,-2.7953,-1.4573,-1.5775,-1.5445,-2.3464,-2.8364,-3.1136,-2.3092,-1.4,-1.1058,-3.2689,-0.0786,-1.5968,-1.0684,-3.6711,-2.3201,-1.5414,-1.1596,-1.6669,-2.946,-2.5131,-2.4987,-0.6479,-3.2859,-4.0107,-2.94,-4.21,   -1.75,   -2.00
15/11/1976,197611,0.36,2.66,1.51,-1.32,0.08,0.4,2.9,5.7176,3.2119,1.9169,2.377,2.8016,3.1524,3.3553,2.7465,4.2058,5.096,3.7493,3.394,3.2523,4.3508,7.1002,4.3082,3.3279,3.2845,1.8766,1.6837,-1.6614,0.1367,2.0816,1.8358,4.3514,-1.67,3.73,    2.23,   -0.80
15/12/1976,197612,5.65,3.6,2.22,-0.64,2.23,0.4,0.77,10.8366,9.4599,9.5469,10.9611,10.0321,9.1763,9.317,9.4946,9.5697,11.1847,5.8251,9.4725,8.7883,8.268,8.2755,6.141,6.9501,7.5036,9.4815,9.5148,3.9547,7.2916,5.607,7.7945,7.5952,3.62,9.95,   10.53,    4.83
15/01/1977,197701,-4.05,5.9,4.26,-0.46,1.93,0.36,3.98,2.8441,4.429,2.6675,4.6181,5.7595,-0.2823,2.2357,-0.0653,2.0468,3.3028,-2.3234,-0.0976,1.0709,1.0725,0.6177,-4.4082,-2.6216,-2.5415,0.1456,1.6005,-7.7617,-3.3359,-0.9612,-1.774,-0.1505,-7.92,2.67,    5.36,   -5.13
15/02/1977,197702,-1.94,1.12,0.5,-0.17,-0.19,0.35,0.35,-0.4796,-0.3571,-0.4664,-0.4116,0.4204,-1.6619,-1.1582,-0.3948,0.1096,-1.6029,-3.9895,-1.1484,-2.3539,0.3356,-3.5619,-3.0269,-1.9956,-2.041,-1.9089,-2.2099,-1.2471,-3.29,-0.804,-2.0809,-0.9339,-1.59,-2.06,    0.41,   -1.39
15/03/1977,197703,-1.37,1.28,1.02,-0.36,-0.09,0.38,0.49,0.072,0.3153,1.4863,1.4505,1.3217,0.381,-0.5601,1.3258,-0.3307,-0.5777,-0.0743,1.4212,-0.253,0.2481,0.3002,-1.862,0.2928,0.8227,0.565,4.9323,-1.5959,-1.823,-1.217,-0.9005,0.2214,-1.51,0.33,    1.09,   -1.80
15/04/1977,197704,0.15,0.59,3.45,-2.01,1.16,0.38,4.22,1.2529,0.2464,1.8154,2.6564,2.526,1.1783,1.4244,1.202,2.3115,2.8713,0.4792,0.8116,1.9757,2.6179,2.2763,-0.4598,2.0438,2.5995,3.0755,2.7234,-2.2075,2.1642,1.3946,3.9955,5.9926,-2.95,2.34,    2.18,   -0.53
15/05/1977,197705,-1.45,1.28,0.84,0.3,0.11,0.37,2.01,-1.77,-0.3535,0.4573,0.1058,1.3073,0.887,-1.1758,-0.6339,1.0238,-1.7813,-0.8616,0.2028,0.5535,0.6994,0.2936,-0.5012,-0.823,0.0161,-1.2715,-1.2979,-2.3957,-0.8257,0.6765,-1.9319,-3.0131,-2.29,-0.6,    0.71,   -1.63
15/06/1977,197706,4.71,2.07,-0.64,0.77,-1.22,0.4,1.77,5.8033,6.6386,7.0363,5.6679,7.2592,8.6324,6.0016,6.3555,6.046,8.5358,8.8387,6.3284,6.1339,4.6134,6.2836,6.2907,5.1249,4.8431,4.8131,6.1772,5.9968,3.9594,3.0468,4.969,1.992,6.95,6.4,    5.99,    4.91
15/07/1977,197707,-1.69,1.82,-0.59,0.74,0.01,0.42,0.31,1.1746,0.9238,1.061,0.5978,1.1842,-1.2905,-0.0835,-0.6654,0.8857,0.2361,0.0314,-0.0065,-1.1341,-1.3275,-0.6418,-1.0429,-3.1571,-0.618,-1.1048,-4.3787,-1.1963,-2.7149,-0.8668,-0.0451,-4.873,-0.87,-2.52,    1.81,   -1.27
15/08/1977,197708,-1.75,0.87,-2.79,0.87,-0.62,0.44,-1.78,1.0246,-0.344,-0.4193,-1.3299,-1.6725,0.6164,-0.8107,-1.5111,-0.9272,-1.4374,1.8584,-1.2328,-0.7776,-0.5444,-1.3649,-1.4281,-1.0783,-1.9445,-2.0751,-3.7553,1.1893,-3.5329,-2.8999,-4.8583,-4.2044,1.73,-3.48,   -0.17,   -1.13
15/09/1977,197709,-0.27,1.58,-0.49,1.18,-0.84,0.43,2.06,2.3053,2.3166,0.8558,1.8692,1.3647,1.3039,0.9864,1.7423,0.1592,-1.4283,2.1282,1.4778,1.1699,0.2921,0.2648,1.0066,0.087,0.748,0.4826,-1.0462,-0.8625,-0.8146,2.2043,0.4492,-0.1115,-1.1,-0.55,    2.13,   -0.17
15/10/1977,197710,-4.38,1.49,1.72,-0.07,-0.46,0.49,-0.13,-4.5728,-2.6483,-2.1504,-1.2464,-2.1843,-5.253,-2.5688,-3.9663,0.181,-1.6182,-3.4263,-2.1149,-2.4245,-2.4716,-2.5558,-3.9822,-3.049,-2.9027,-3.9871,-4.8797,-4.4006,-4.1259,-5.0565,-2.4555,-3.5959,-4.06,-4.04,   -2.24,   -4.26
15/11/1977,197711,4,3.62,0.31,0,0.65,0.5,2.19,9.5089,8.5915,8.255,6.5682,9.1239,8.3766,9.5039,8.8396,7.0477,8.2614,6.8294,7.6007,5.981,6.148,8.5862,7.2808,6.0438,5.5042,7.0831,7.1663,3.535,3.3069,3.0315,2.9133,4.6905,3.88,8.82,    7.72,    3.14
15/12/1977,197712,0.27,1.61,-0.37,1.01,-0.65,0.49,1.56,4.7944,3.5325,2.6551,2.6689,1.7657,3.0596,1.9361,0.4873,0.5318,1.6271,1.5326,0.6843,1.7735,1.0321,1.1405,0.4441,0.8225,0.5996,-0.2495,-0.6029,0.0886,1.1144,1.1733,0.3896,1.3481,1.03,0.84,    2.64,    0.52
15/01/1978,197801,-6.01,2.7,3.31,-1.51,1.53,0.49,-0.72,-1.1776,-3.2786,-1.3733,-1.1305,0.2363,-5.359,-5.7229,-2.5249,-1.8511,-2.4221,-6.9276,-5.2511,-3.3298,-3.4964,-0.6268,-6.0495,-6.2084,-5.7644,-3.8803,-1.6951,-6.22,-7.2235,-5.3949,-4.9747,-2.9303,-5.79,-0.24,   -0.14,   -6.21
15/02/1978,197802,-1.38,3.7,0.76,0.51,1.04,0.46,1.9,3.2715,3.1251,3.945,3.2762,3.5482,1.6988,1.5807,0.9929,2.2982,0.5483,0.5743,1.6821,0.5667,0.658,1.1946,-1.2389,-0.6167,-0.7048,1.0286,-2.2621,-3.0734,-1.5255,2.3916,-0.9833,-3.6242,-3.13,-0.32,    3.74,   -1.56
15/03/1978,197803,2.85,3.74,1.2,-0.54,1.88,0.53,1.37,8.3186,7.3469,7.979,6.8492,8.2054,6.0925,5.9211,7.5497,6.3096,7.6156,5.5059,5.7247,4.7932,4.7133,8.2756,4.9715,4.872,4.8708,4.4709,4.8519,1.1522,3.9532,3.0098,2.8707,3.3967,1.06,6.61,    7.60,    1.77
15/04/1978,197804,7.88,-0.34,-3.54,2.59,-1.35,0.54,0.85,10.2561,8.9043,8.3537,7.2469,8.4131,10.0796,7.469,8.3748,7.2099,6.5555,10.0082,8.4746,7.7189,4.916,6.6776,8.6322,7.2967,5.3153,5.6351,8.5571,11.8524,8.5837,4.6699,5.0728,5.2775,12.07,6.89,    8.35,    9.20
15/05/1978,197805,1.76,4.57,-0.62,0.34,0.36,0.51,2.85,8.4504,6.2232,8.8821,6.3567,8.0734,7.1131,7.516,4.8092,4.1691,5.4,6.3468,5.2966,5.3342,2.1675,3.8977,4.7176,3.8923,1.3077,2.4282,3.7529,1.3862,1.3629,-0.024,1.0508,1.9846,2.54,5.77,    8.19,    0.73
15/06/1978,197806,-1.69,1.6,0.59,-1.3,-0.02,0.54,2.78,0.7769,0.9127,-0.1176,0.2093,0.2596,-1.2211,-2.7286,0.5748,3.3,-0.133,-0.7753,-0.9615,0.4305,0.9104,1.2291,-1.0602,-0.566,0.2057,0.1781,-0.6362,-1.1984,-3.0322,-1.9778,-1.7974,-0.8089,-0.49,-1.04,    0.81,   -1.88
15/07/1978,197807,5.11,0.16,-1.11,1.52,-0.78,0.56,4.22,6.6969,5.9678,5.9887,4.9988,4.7174,7.9774,5.8808,4.9851,5.9571,7.1185,6.6025,4.8647,4.5778,4.271,3.9669,6.2275,5.7869,6.5405,5.7157,10.1997,7.4523,4.8157,3.6486,4.4397,4.7714,7.47,8.49,    4.86,    5.52
15/08/1978,197808,3.75,4.93,-0.46,1.39,0.42,0.56,2.82,9.8119,9.575,8.599,7.8085,10.2272,9.0319,7.1737,9.3452,7.1201,9.6188,7.9565,8.43,6.7671,4.8745,9.7732,7.7254,6.2168,4.1102,4.134,2.8685,2.5816,3.3834,4.3988,2.8217,0.1767,4.1,4.66,   10.41,    3.00
15/09/1978,197809,-1.43,-0.32,1.87,-0.78,1.8,0.62,-3.11,-0.9752,0.1146,-1.7056,-0.1618,0.2079,-1.8186,-1.3198,-1.61,0.4828,-1.767,-3.1866,-0.6971,-1.5083,-0.2939,-0.9108,-3.302,-2.2614,0.6275,-0.004,-1.2022,-3.2346,0.3462,1.9121,0.3346,0.9407,-3.46,-0.7,    0.36,   -0.56
15/10/1978,197810,-11.91,-10.05,1.36,0.22,1.03,0.68,-8.39,-26.7095,-23.2942,-21.8535,-18.5047,-21.4348,-24.7601,-18.7505,-18.4209,-14.8606,-19.2451,-19.3687,-18.9015,-13.5608,-14.4329,-19.8552,-15.7458,-13.3829,-13.5012,-11.7634,-14.9806,-8.3288,-9.4588,-7.092,-9.231,-12.1532,-10.14,-18.65,  -20.86,   -7.62
15/11/1978,197811,2.71,2.85,-2.22,1.2,-1.21,0.7,5.52,8.6923,7.4396,6.605,4.3822,4.3324,11.2704,5.605,4.2421,2.9332,6.154,7.3214,5.2561,3.7284,3.0847,3.3113,4.6296,2.666,3.2048,1.917,2.8042,2.4967,2.7918,3.7188,3.7306,2.6506,3.64,3.14,    4.42,    3.00
15/12/1978,197812,0.88,1.08,-2.19,2.11,-1.38,0.78,3.05,3.5321,3.2618,2.5413,0.9277,0.6425,2.9867,3.2637,1.8462,2.5001,1.8446,2.9173,1.6576,0.4707,1.4421,3.2077,1.0843,1.5756,1.2315,0.8642,0.3007,3.5238,1.1487,0.4162,0.0881,-0.6188,4.93,-0.15,    1.96,    1.97
15/01/1979,197901,4.23,3.83,2.27,-2.4,1.57,0.77,-1.24,9.9175,9.9849,8.6006,10.4564,11.8538,8.5963,8.3565,8.032,7.1648,10.3916,6.8225,7.1347,7.4343,7.066,9.6448,5.8379,5.3577,6.0976,8.5349,6.4149,2.2329,5.015,4.2032,5.345,7.7113,2.47,11.3,   10.05,    3.50
15/02/1979,197902,-3.56,0.51,1.2,-1.1,1.04,0.73,-1.06,-2.9123,-3.5267,-2.7429,-2.6749,-1.4231,-2.9804,-3.0562,-2.9639,-3.0789,-2.3815,-4.8055,-1.9194,-2.4436,-1.4015,-0.8788,-4.3175,-3.5448,-3.2857,-3.0843,-4.3925,-3.9997,-2.3355,-2.233,-1.8351,-2.9935,-3.91,-3.32,   -1.58,   -2.86
15/03/1979,197903,5.68,3.11,-0.67,0.68,0.28,0.81,2.88,12.0233,9.5665,8.0019,7.1724,8.4639,12.4468,8.8497,8.6107,7.1957,8.2869,10.6008,9.3278,6.6976,8.9804,12.9366,7.5755,7.8264,7.2056,7.6833,9.8478,4.9295,6.3008,4.8341,6.1688,6.4913,5.54,10.36,    8.01,    4.85
15/04/1979,197904,-0.06,2.38,1.05,1.19,0.21,0.8,0.81,3.1569,2.6978,2.2397,3.12,3.3988,1.6149,2.9876,2.4336,2.9545,2.0247,1.536,1.2483,2.1824,1.939,3.9132,1.9493,0.8974,1.2615,0.6747,1.6871,-0.0189,0.6143,-0.2129,1.4533,-0.9414,0.27,0.6,    3.19,    0.29
15/05/1979,197905,-2.21,0.47,1.92,-0.99,-0.84,0.82,-0.2,-2.7947,-0.7615,-1.8963,5.3463,-1.1185,-2.3338,-1.6473,-0.4618,-0.2783,-0.7213,-3.6513,-2.7182,-0.5554,0.529,-2.0991,-0.2862,-1.4912,-1.6379,-0.9953,-1.0181,-2.126,-0.8167,-1.3396,-1.7936,-1.3349,-1.97,-1.25,   -1.20,   -1.95
15/06/1979,197906,3.85,0.98,1.48,-1.55,-0.45,0.81,0.82,6.0153,5.6796,5.0118,4.8045,5.3444,7.4665,5.7177,3.9517,5.6392,8.7978,3.6397,4.8933,5.7434,6.3863,6.8312,5.2455,7.2035,6.7392,7.4468,6.197,2.2332,4.9283,4.9105,6.5464,2.8405,2.01,6.84,    5.36,    3.54
15/07/1979,197907,0.82,1.25,1.7,-0.34,0.59,0.77,-1.09,2.2768,2.9199,2.3284,3.254,2.1023,1.9959,2.4655,3.4632,4.8833,3.632,3.1384,4.0051,4.2855,2.7803,5.0907,1.5343,3.4339,2.953,2.3139,3.1366,-0.4343,1.6724,1.5666,1.1876,3.6669,-0.76,4.17,    1.81,    0.50
15/08/1979,197908,5.53,1.97,-1.55,1.64,-1.45,0.77,-0.23,8.933,9.0361,6.4465,6.898,8.0778,8.5575,8.5773,7.3764,6.458,7.2523,9.2578,7.9341,5.8737,5.416,6.5353,8.5649,6.0483,6.788,5.0887,7.8721,6.23,7.1477,4.3497,5.381,5.3039,6.65,6.42,    7.29,    5.63
15/09/1979,197909,-0.82,-0.26,-0.87,0.71,0.54,0.83,5.34,-0.1091,-0.5072,-1.5836,-0.4263,-0.9743,0.708,0.6617,-2.2,-1.6399,-1.8003,1.2814,-0.0711,-1.3003,-3.0721,-1.5983,-0.4285,0.1142,-0.1191,-1.9901,-1.7109,-1.7647,0.7924,1.6686,0.8354,0.4915,-1.58,-0.69,   -0.62,    0.31
15/10/1979,197910,-8.1,-3.47,-1.86,0.84,0.24,0.87,2.12,-11.0393,-9.896,-11.1184,-9.5392,-11.5239,-8.9368,-10.4917,-11.589,-12.0558,-11.4903,-8.2029,-8.2812,-10.4009,-7.3797,-12.3515,-7.588,-7.5547,-8.2659,-10.101,-10.6222,-6.2444,-5.6278,-5.5935,-7.1066,-7.1669,-6.85,-11.68,  -10.26,   -5.63
15/11/1979,197911,5.21,2.45,-3.25,0.17,-2,0.99,7.96,11.0359,8.5831,6.2903,5.1111,6.4831,11.1759,7.6476,6.4902,7.7746,7.4093,11.838,7.079,6.734,7.0287,5.3918,9.8695,7.3843,7.5684,5.977,5.9336,5.2333,7.1294,4.354,7.1727,1.0008,7.18,2.17,    7.07,    5.11
15/12/1979,197912,1.79,4.36,-1.98,-0.82,-1.01,0.95,4.78,11.4182,8.4082,5.8387,6.5804,5.1892,8.6159,6.2522,5.7153,3.6882,5.097,5.5346,3.2071,2.8283,1.9906,7.8804,4.5738,4.0856,2.2453,2.0572,4.2755,1.7342,3.6986,-0.0485,0.8442,2.2698,2.41,5.67,    8.46,    1.05
15/01/1980,198001,5.51,1.92,1.8,-1.99,2.01,0.8,7.51,12.9141,10.416,8.66,8.8679,10.9277,6.9144,7.6735,6.1899,4.6117,9.1895,5.2803,6.7291,7.0764,6.1151,8.9087,7.6467,6.9245,6.6157,0.8168,7.9922,3.3356,7.3008,5.8211,7.8196,10.2286,3.13,12.92,   11.58,    5.84
15/02/1980,198002,-1.22,-1.47,0.62,0.11,3.04,0.89,7.88,0.5637,-0.4109,-2.0184,-2.1409,-2.0138,-1.3398,-0.5861,-2.7279,-4.5063,-1.0687,-1.206,-3.3273,-4.4272,-4.2785,-2.7282,-2.5292,-1.2347,-3.0254,-4.7977,-1.5241,-4.4911,0.9595,4.1442,1.6082,2.4902,-3.35,-0.42,   -0.54,    1.45
15/03/1980,198003,-12.9,-6.99,-1.06,1.57,-1.34,1.21,-9.59,-22.1053,-19.4309,-17.2923,-15.5396,-17.6209,-19.2336,-16.3784,-16.7687,-14.7091,-17.5078,-15.7755,-15.1041,-16.296,-13.0552,-18.7649,-12.0466,-14.2832,-13.0984,-11.1162,-16.7754,-6.1713,-11.2311,-9.7632,-11.287,-12.8861,-9.15,-17.98,  -19.13,   -9.42
15/04/1980,198004,3.97,1.01,1.06,-2.04,0.54,1.26,-0.42,6.278,6.5241,6.6541,5.1148,6.1701,6.1464,4.9179,6.1369,8.0989,3.5798,6.9192,6.8198,7.2452,9.4308,5.9189,4.8136,6.6966,7.343,8.7536,6.6971,2.9681,3.5081,5.447,7.8773,2.8631,3.51,1.96,    5.24,    4.31
15/05/1980,198005,5.26,2.11,0.39,0.44,-0.47,0.81,-1.11,7.0656,6.4048,6.9041,6.5461,7.6923,9.1534,10.3959,6.9736,8.0545,10.1036,7.1066,6.8033,8.6925,7.9828,8.994,7.6134,7.7871,9.5697,7.1969,9.0255,4.9534,5.1371,5.2173,4.1518,6.1383,5.75,6.65,    6.60,    4.88
15/06/1980,198006,3.06,1.48,-0.89,-0.05,-0.95,0.61,1.59,4.9619,3.567,4.03,4.3023,5.1988,4.3336,6.6855,4.0634,5.5689,2.0801,5.2779,5.8268,4.0194,4.7292,2.3808,5.7318,3.9383,4.6869,3.1758,4.7948,2.2472,4.1716,2.0326,4.7128,0.249,2.89,2.75,    4.44,    2.80
15/07/1980,198007,6.49,3.92,-6.3,4.02,-2.46,0.53,0.37,12.21,12.5701,10.344,8.566,9.017,14.3976,11.4217,9.9527,7.5101,7.5114,13.2328,8.1647,9.4654,5.4981,7.0161,11.0819,9.5163,8.1389,2.7925,4.7216,11.1879,5.8682,3.0738,3.4562,5.1539,12.19,8.33,    9.34,    5.57
15/08/1980,198008,1.8,4.23,-2.64,2.13,-0.8,0.64,3.19,11.4511,8.8779,7.3773,6.8964,5.1704,8.2945,7.4219,3.9031,3.1492,3.7604,6.7341,6.3306,2.2588,1.8868,0.8701,4.6626,2.3947,2.5618,0.0488,0.5868,2.0542,0.9755,1.3896,1.9722,0.0124,4.34,1.59,    8.18,    1.26
15/09/1980,198009,2.19,0.57,-4.79,1.95,-2.81,0.75,5.44,6.6022,2.8387,2.7416,1.492,2.9283,4.5845,3.7639,3.6413,0.9258,0.8958,5.7589,2.3065,2.9865,1.3671,-1.2973,5.7555,4.2768,1.2825,0.5121,0.2424,3.1026,5.918,3.4953,-1.2584,0.0968,3.99,-0.25,    4.49,    2.67
15/10/1980,198010,1.06,2.35,-2.74,1.68,-1.22,0.95,7.32,7.6276,5.562,4.2863,3.5777,2.1871,6.7513,2.0594,1.0615,3.3649,1.0056,2.679,2.3792,3.0649,1.3886,2.4599,2.3053,2.8224,-0.863,-1.4263,-0.1559,0.5648,4.0907,5.0786,-1.8706,0.6673,3.24,1.27,    6.11,    1.96
15/11/1980,198011,9.59,-3.41,-8.35,4.33,-5.74,0.96,15.24,16.1933,6.2164,6.0841,0.6682,1.7228,13.6087,7.4429,4.3472,6.5981,3.3574,11.6087,7.0304,3.7503,2.3236,1.7056,13.2471,14.3399,4.5316,3.0102,0.9288,10.5958,14.5006,19.2338,5.0497,3.9162,12.19,1.68,    7.58,   12.83
15/12/1980,198012,-4.52,-0.29,2.68,-1,1.18,1.31,-6.65,-6.3233,-5.6145,-3.5635,-2.8421,-3.4654,-5.1859,-2.3542,-1.9487,-1.4447,-0.762,-3.8744,-3.1289,-0.5509,-1.1494,-0.3141,-3.6221,-4.5902,-0.6782,0.5567,-0.4161,0.0954,-5.637,-5.9566,-1.3532,-0.2127,-1.24,-1,   -4.42,   -3.60
15/01/1981,198101,-5.04,3.38,6.84,-3.52,4.35,1.04,-7.94,-4.5279,-0.2198,1.7223,1.8567,3.2311,-4.9179,-0.2012,0.0941,1.6971,3.3516,-4.3442,-1.6332,-1.1363,1.9854,2.9112,-6.6919,-3.3917,-0.6507,0.6757,1.5124,-6.0726,-7.5057,-6.6319,-0.0596,2.2706,-7.04,2.45,   -0.03,   -5.52
